Symbol,Security,SEC filings,GICS Sector,GICS Sub Industry,Headquarters Location,Date first added,CIK,Founded,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,regularMarketPrice,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
MAA,Mid-America Apartments,reports,Real Estate,Residential REITs,"Memphis, Tennessee",2/12/16,912595,1977,38138,Real Estate,2476.0,"MAA, an S&P 500 company, is a real estate investment trust, or REIT, focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities in the Southeast, Southwest, and Mid-Atlantic regions of the United States. As of June 30, 2020, MAA had ownership interest in 102,105 apartment units, including communities currently in development, across 16 states and the District of Columbia.",Germantown,901-682-6600,TN,United States,,http://www.maac.com,1.0,6815 Poplar Avenue,,REIT—Residential,118.35,117.97,115.19239,0.033122096000000004,1.3333,,118.245,,543180.0,,118.35,115.300285,3.92,117.97,,543180.0,,,,4.0,1594684800.0,0.617614,,,115.01,2.0,USD,39.34694,620478.0,,,,13229743104.0,,,600731.0,7.9526076,115.01,116.22,,900.0,620478.0,148.88,54.824646,,3.39,82.0,115.9,False,0.033800002,800.0,118.245,NYQ,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",America/New_York,EDT,False,-14400000.0,EQUITY,MAA,finmb_332358,us_market,,10.963,,0.20434,19.335,-0.07495701,,2.11,,114365000.0,,,52.069,1185907.0,0.0104,,1577750400.0,0.91475,335769984.0,2.94,,0.15022206,2.2216673,0.006509999999999999,1640908800.0,1593475200.0,2.21,1594771200.0,113564647.0,18237384704.0,,,,,,0.212,1597363200.0,8.45,,0.014500001,1163660.0,,,117.97,https://logo.clearbit.com/maac.com,Suite 500,,,,
MHK,Mohawk Industries,reports,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",23/12/13,851968,1878,30701,Consumer Cyclical,41800.0,"Mohawk Industries, Inc. designs, manufactures, sources, distributes, and markets flooring products for remodeling and new constructions of residential and commercial spaces in the United States, Europe, Russia, and internationally. It operates through three segments: Global Ceramic, Flooring North America (Flooring NA), and Flooring Rest of the World (Flooring ROW). The Global Ceramic segment provides a range of ceramic tile, porcelain tile, and natural stone products; and sources, markets, and distributes other tile related products. This segment markets and distributes its products under the American Olean, Daltile, Eliane, EmilGroup, KAI, Kerama Marazzi, Marazzi, and Ragno brands. The Flooring NA segment offers floor covering product lines in a range of colors, textures, and patterns, including carpets, carpet tiles, rugs and mats, carpet pads, hardwood, laminate, medium-density fiberboards, luxury vinyl tiles (LVT), and sheet vinyl products. This segment markets and distributes its flooring products under the Aladdin Commercial, Durkan, IVC, Karastan, Mohawk, Mohawk Group, Mohawk Home, Pergo, Portico, and Quick-Step brands. The Flooring ROW segment provides hardwood flooring and vinyl flooring, as well as laminates, roofing elements, sheet vinyl, LVT, insulation boards, medium-density fiberboards, chipboards, and other woods products under the Balterio, Feltex, Godfrey Hirst, Hycraft, IVC, Leoline, Moduleo, Pergo, Quick-Step, and Unilin and Xtratherm brands; and licenses its intellectual property to flooring manufacturers. The company sells its products through independent distributors, home centers, company-operated service centers and stores, floor covering retailers, ceramic specialists, commercial contractors, commercial end users, mass merchandisers, department stores, e-commerce retailers, shop at home, buying groups, retailers, and wholesalers, as well as private labeling programs. Mohawk Industries, Inc. was founded in 1988 and is headquartered in Calhoun, Georgia.",Calhoun,706 629 7721,GA,United States,,http://www.mohawkind.com,1.0,160 South Industrial Boulevard,,"Furnishings, Fixtures & Appliances",92.43,92.13,90.140724,,0.0,,94.2,,604580.0,,92.43,88.30799999999998,,92.13,,604580.0,,,,,,1.527313,,,91.27,2.0,USD,1.8546822,485264.0,,,,6588385280.0,,,1262303.0,0.71001196,91.27,96.2,,1400.0,485264.0,153.05,11.382534,,,56.62,89.41,False,,900.0,94.2,NYQ,"Mohawk Industries, Inc.","Mohawk Industries, Inc.",America/New_York,EDT,False,-14400000.0,EQUITY,MHK,finmb_31670,us_market,,0.959,,0.05199,7.314,-0.2658459,,8.13,,71195000.0,,,111.227,1995705.0,0.027999999,,1577750400.0,0.8781899999999999,482441984.0,49.89534,,0.15022206,0.83199227,0.20027,1640908800.0,1593216000.0,1.61,1594771200.0,58398448.0,8902253568.0,,881280000.0,3:02,,,,1597363200.0,-1.53,,0.0419,2602302.0,,,92.13,https://logo.clearbit.com/mohawkind.com,,,,,
TAP,Molson Coors Beverage Company,reports,Consumer Staples,Brewers,"Denver, Colorado",30/6/76,24545,"2005 (Molson 1786, Coors 1873)",80202,Consumer Defensive,17700.0,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally. The company sells various products under the Blue Moon, Coors Banquet, Coors Light, Miller Genuine Draft, Miller Lite, Hamm's, Icehouse, Keystone, Mickey's, Miller64, Miller High Life, Milwaukee's Best, Olde English, Steel Reserve, Hop Valley, Leinenkugel's, Peroni Nastro Azurro, Pilsner Urquell, Revolver, Saint Archer, Sol, Terrapin, Crispin, Smith & Forge, Arnold Palmer Spiked, Cape Line, Henry's Hard, Redd's, and Steel Reserve Alloy Series brands. It also offers various brands, such as Belgian Moon, Coors Original, Aquarelle, Carling, Carling Black Label, Coors Edge, Coors Slice, Exel, Mad Jack, Molson Canadian, Molson Dry, Molson Export, Molson Ultra, Old Style Pilsner, Rickard's, Brasseurs de MontrÃ©al, Creemore Springs, Granville Island, Le Trou du Diable, Heineken, Heineken 0.0, Strongbow cider, Dos Equis, and Moretti. In addition, the company provides its products under the Staropramen, Bergenbier, Borsodi, Jelen, Kamenitza, Niksicko, Ozujsko, Aspall Cider, Bavaria, Beck's, Branik, Cobra, Corona Extra, Lowenbrau, Pardubicky Pivovar, Rekorderlig cider, Sharp's Doom Bar, and Stella Artois brand names. Further, it offers its products under the Thunderbolt, Carling Strong, Miller Ace, Miller Chill, Miller Ultra, Singha, and Zima brands. The company was formerly known as Molson Coors Brewing Company and changed its name to Molson Coors Beverage Company in January 2020. Molson Coors Beverage Company was founded in 1873 and is headquartered in Denver, Colorado.",Denver,303 927 2337,CO,United States,,http://www.molsoncoors.com,1.0,1801 California Street,,Beverages—Brewers,38.32,38.23,39.698986,0.044624217,,,38.445,,1866520.0,,38.32,37.21743,1.71,38.23,,1866520.0,,,,,1583452800.0,0.878483,,,37.525,2.0,USD,,1781792.0,,,,8217519104.0,,,2080132.0,0.8272115,37.525,37.79,,1200.0,1781792.0,61.94,9.757106,,2.58,33.18,37.8,False,,800.0,38.445,NYQ,Molson Coors Beverage Company,Molson Coors Beverage Company,America/New_York,EDT,False,-14400000.0,EQUITY,TAP,finmb_263765,us_market,,1.703,,-0.01622,7.508999999999999,-0.32296818,,3.87,,196568000.0,,,60.032,10000060.0,0.0462,,1577750400.0,0.93044996,-161100000.0,-0.7509999999999999,,0.15022206,0.6289978,0.11607,1640908800.0,1593475200.0,5.28,1594771200.0,189215704.0,16921172992.0,,1191456000.0,2:01,,,-0.408,1597363200.0,-1.96,,0.0685,9412056.0,,,38.23,https://logo.clearbit.com/molsoncoors.com,Suite 4600,,,,
MDLZ,Mondelez International,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",2/10/12,1103982,2012,60607,Consumer Defensive,80000.0,"Mondelez International, Inc., through its subsidiaries, manufactures, markets, and sells snack food and beverage products worldwide. It offers biscuits, including cookies, crackers, and salted snacks; chocolates; and gums and candies, as well as various cheese and grocery, and powdered beverage products. The company's snack brand portfolio includes Cadbury, Milka, and Toblerone chocolates; Oreo, belVita, and LU biscuits; Halls candies; and Trident gums and Tang powdered beverages. It serves supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores, and other retail food outlets through direct store delivery, company-owned and satellite warehouses, distribution centers, and other facilities, as well as through independent sales offices and agents, and e-commerce platforms. The company was formerly known as Kraft Foods Inc. and changed its name to Mondelez International, Inc. in October 2012. Mondelez International, Inc. was incorporated in 2000 and is headquartered in Chicago, Illinois.",Chicago,847 943 4000,IL,United States,,http://www.mondelezinternational.com,1.0,905 West Fulton Market,,Confectioners,57.88,57.36,52.707752,0.019695923,0.4893,,57.88,,6979920.0,,57.88,56.415142,1.14,57.36,,6979920.0,,,,1.26,1601337600.0,0.625418,,,56.125,2.0,USD,24.170595,8459539.0,,,,80544088064.0,,,5858979.0,3.1114924,56.125,56.25,,900.0,8459539.0,59.96,20.139286,,1.85,41.19,55.61,False,0.0223,1200.0,57.88,NMS,"Mondelez International, Inc.","Mondelez International, Inc.",America/New_York,EDT,False,-14400000.0,EQUITY,MDLZ,finmb_739693,us_market,,3.833,,0.13057,19.85,0.06534147,,2.8,,1428339968.0,,,18.219,8892014.0,0.0062,,1577750400.0,,3380000000.0,2.333,,0.15022206,3.0951204,,1640908800.0,1593475200.0,1.55,1594771200.0,1426195836.0,99229999104.0,,,,,,-0.32299999999999995,1597363200.0,3.52,,0.0063,8821019.0,,,57.36,https://logo.clearbit.com/mondelezinternational.com,Suite 200,,,,
MNST,Monster Beverage,reports,Consumer Staples,Soft Drinks,"Corona, California",28/6/12,865752,2012 (1935),92879,Consumer Defensive,1273.0,"Monster Beverage Corporation, through its subsidiaries, develops, markets, sells, and distributes energy drink beverages and concentrates in the United States and internationally. It operates through three segments: Monster Energy Drinks, Strategic Brands, and Other. The company offers carbonated energy drinks, non-carbonated dairy based coffee and energy drinks, non-carbonated energy shakes, non-carbonated energy teas, non-carbonated energy drinks, and ready-to-drink packaged energy drinks primarily to bottlers and beverage distributors, as well as sells directly to retail grocery and specialty chains, wholesalers, club stores, drug stores, mass merchandisers, convenience chains, food service customers, and the military; and concentrates and/or beverage bases to bottling and canning operations. Monster Beverage Corporation sells its products under the Monster Energy, Monster Energy Ultra, Monster Rehab, Monster MAXX, Java Monster, Muscle Monster, Espresso Monster, Punch Monster, Juice Monster, Monster Hydro, CaffÃ© Monster, Reign Total Body Fuel, Reign Inferno Thermogenic Fuel, Predator, Live+, NOS, Full Throttle, Burn, Mother, Nalu, Ultra Energy, Play and Power Play, Relentless, BPM, BU, Gladiator, Samurai, and Mutant brands. The company was formerly known as Hansen Natural Corporation and changed its name to Monster Beverage Corporation in January 2012. Monster Beverage Corporation was incorporated in 1990 and is headquartered in Corona, California.",Corona,951 739 6200,CA,United States,,http://www.monsterbevcorp.com,1.0,1 Monster Way,,Beverages—Non-Alcoholic,82.27,81.8,68.88631,,0.0,,81.93,,2602700.0,,82.27,80.94943,,81.8,,2602700.0,,,,,,1.039576,,,79.65,2.0,USD,37.80085,2544568.0,,,,42244419584.0,,,2006529.0,9.808829,79.65,80.38,,800.0,2544568.0,87.05,31.411764,,,50.06,78.01,False,,800.0,81.93,NMS,Monster Beverage Corporation,Monster Beverage Corporation,America/New_York,EDT,False,-14400000.0,EQUITY,MNST,finmb_343729,us_market,,9.808,,0.26565,27.187,0.42434204,,2.55,,527396000.0,,,8.005,5438956.0,0.010299999,,1577750400.0,0.69399,1144081024.0,2.119,,0.15022206,10.006246,0.09907,1640908800.0,1593475200.0,2.5,1594771200.0,376793116.0,42239762432.0,,1478736000.0,3:01,,,0.065,1597363200.0,2.59,,0.0146,6247161.0,,,81.8,https://logo.clearbit.com/monsterbevcorp.com,,,,,
MCO,Moody's Corp,reports,Financials,Financial Exchanges & Data,"New York, New York",,1059556,1909,10007,Financial Services,11279.0,"Moody's Corporation provides credit ratings and assessment services; and credit, capital markets, and economic research, data, and analytical tools worldwide. It operates through two segments, Moody's Investors Service and Moody's Analytics. The Moody's Investors Service segment publishes credit ratings and provides assessment services on various debt obligations and entities that issue such obligations, such as various corporate and governmental obligations, structured finance securities, and commercial paper programs. This segment provides ratings in approximately 130 countries. Its ratings are disseminated through press releases to the public through print and electronic media, including the Internet and real-time information systems used by securities traders and investors. As of December 31, 2019, this segment had ratings relationships with approximately 4,900 non-financial corporate issuers; 4,100 financial institutions issuers; 17,200 public finance issuers; and 1,000 infrastructure and project finance issuers, as well as 9,500 structured finance transactions. The Moody's Analytics segment develops a range of products and services that support financial analysis and risk management activities of institutional participants in financial markets; and offers subscription based research, data, and analytical products comprising credit ratings, credit research, quantitative credit scores and other analytical tools, economic research and forecasts, business intelligence and company information products, and commercial real estate data and analytical tools. It also offers software solutions, as well as related risk management services; and offshore analytical and research services with learning solutions and certification programs. The company was formerly known as Dun and Bradstreet Company and changed its name to Moody's Corporation in September 2000. Moody's Corporation was founded in 1900 and is headquartered in New York, New York.",New York,212-553-0300,NY,United States,,http://www.moodys.com,1.0,7 World Trade Center,212-553-0241,Financial Data & Stock Exchanges,282.47,277.97,258.66406,0.0075052209999999986,0.2322,,281.89,,567060.0,,282.47,285.63086,2.12,277.97,,567060.0,,,,2.24,1597795200.0,1.138238,,,274.24,2.0,USD,30.545816,998725.0,,,,52311990272.0,,,636929.0,10.0638685,274.24,280.72,,900.0,998725.0,305.96,28.409786,,1.12,164.19,270.0,False,0.007900001,2900.0,281.89,NYQ,Moody's Corporation,Moody's Corporation,America/New_York,EDT,False,-14400000.0,EQUITY,MCO,finmb_528325,us_market,,11.139,,0.33396998,22.556,0.33580816,,9.81,,187700000.0,,,5.546,1403478.0,0.0075,,1577750400.0,0.94565004,1736000000.0,9.124,,0.15022206,50.252438,0.004079999999999999,1640908800.0,1593475200.0,2.26,1594771200.0,186774235.0,57902440448.0,,1116460800.0,2:01,,,0.642,1597363200.0,3.54,,0.0086,1634396.0,,,277.97,https://logo.clearbit.com/moodys.com,250 Greenwich Street,,,,
MS,Morgan Stanley,reports,Financials,Investment Banking & Brokerage,"New York, New York",,895421,1935,10036,Financial Services,61596.0,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. The company operates through Institutional Securities, Wealth Management, and Investment Management segments. The Institutional Securities segment offers capital raising and financial advisory services, including services related to the underwriting of debt, equity, and other securities, as well as advice on mergers and acquisitions, restructurings, real estate, and project finance. This segment also provides sales and trading services, including sales, financing, prime brokerage, and market-making services in equity and fixed income products consisting of foreign exchange and commodities; corporate and commercial real estate loans, which provides secured lending facilities and financing for sales and trading customers, as well as asset-backed and mortgage lending; and wealth management services, investment, and research services. The Wealth Management segment offers various financial services and solutions covering brokerage and investment advisory services; financial and wealth planning services; stock plan administration services; annuity and insurance products; securities-based lending, residential real estate loans, and other lending products; and banking and retirement plan services to individual investors and small to medium-sized businesses and institutions. The Investment Management segment provides various investment strategies and products comprising equity, fixed income, liquidity, and alternative/other products to benefit/defined contribution plans, foundations, endowments, government entities, sovereign wealth funds, insurance companies, and third-party fund sponsors and corporations through a network of institutional and intermediary channels. Morgan Stanley was founded in 1924 and is headquartered in New York, New York.",New York,212-761-4000,NY,United States,,http://www.morganstanley.com,1.0,1585 Broadway,,Capital Markets,52.71,52.29,44.3221,0.026560426,0.2532,,52.29,,8317020.0,,52.71,51.261143,1.4,52.29,,8317020.0,,,,1.4,1596067200.0,1.438127,,,50.09,2.0,USD,9.083831,10660504.0,,,,79106048000.0,,,10694154.0,1.8064866,50.09,50.05,,1100.0,10660504.0,57.57,10.197154,,2.28,27.2,49.5,False,0.026600001,900.0,52.29,NYQ,Morgan Stanley,Morgan Stanley,America/New_York,EDT,False,-14400000.0,EQUITY,MS,finmb_472898,us_market,,-4.537,,0.21250999,,0.20949972,,4.92,,1576760064.0,,,49.56800000000001,43843992.0,0.0278,,1577750400.0,0.62929,8782000128.0,5.523,,0.15022206,1.0121449,0.24242,1640908800.0,1593475200.0,4.19,1594771200.0,1120604014.0,-198684000000.0,,948931200.0,2:01,,,0.452,1597363200.0,3.77,,0.0366,57873128.0,,,52.29,https://logo.clearbit.com/morganstanley.com,,,,,
MOS,The Mosaic Company,reports,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",26/9/11,1285785,2004 (1865 / 1909),33602,Basic Materials,12600.0,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients in North America and internationally. The company operates through three segments: Phosphates, Potash, and Mosaic Fertilizantes. It owns and operates mines, which produce concentrated phosphate crop nutrients, such as diammonium phosphate, monoammonium phosphate, and ammoniated phosphate products; and phosphate-based animal feed ingredients primarily under the Biofos and Nexfos brand names, as well as produces a double sulfate of potash magnesia product under K-Mag brand name. The company also produces and sells potash for use in the manufacturing of mixed crop nutrients and animal feed ingredients, and for industrial use; and for use in the de-icing and as a water softener regenerant, as well as fluorosilicic acid for water fluoridation. In addition, it provides nitrogen-based crop nutrients and animal feed ingredients, and other ancillary services; and purchases and sells phosphates, potash, and nitrogen products. The company sells its products to wholesale distributors, retail chains, cooperatives, independent retailers, and national accounts. The Mosaic Company was incorporated in 2004 and is headquartered in Tampa, Florida.",Tampa,800-918-8270,FL,United States,,http://www.mosaicco.com,1.0,101 East Kennedy Boulevard,,Agricultural Inputs,18.53,17.88,13.399926999999998,0.010793308,,,17.92,,3684820.0,,18.53,16.503142999999998,0.2,17.88,,3684820.0,,,,0.2,1599004800.0,1.926421,,,17.22,2.0,USD,,4466828.0,,,,6630283776.0,,,4319535.0,0.7645181999999999,17.22,17.5,,3200.0,4466828.0,23.18,17.49,,2.3,6.5,17.49,False,0.0108,1800.0,17.92,NYQ,Mosaic Company (The),The Mosaic Company,America/New_York,EDT,False,-14400000.0,EQUITY,MOS,finmb_890498,us_market,,1.328,,-0.12922,10.609000000000002,-0.1333021,,1.0,,379089984.0,,,22.404,7849378.0,0.0207,,1577750400.0,0.8123,-1120700032.0,-2.946,,0.15022206,0.7806642,0.09498999,1640908800.0,1593475200.0,1.61,1594771200.0,343792942.0,11512937472.0,,817776000.0,2:01,,,,1597363200.0,9.13,,0.0257,7301321.0,,,17.88,https://logo.clearbit.com/mosaicco.com,Suite 2500,,,,
MSI,Motorola Solutions Inc.,reports,Information Technology,Communications Equipment,"Chicago, Illinois",,68505,1928 (2011),60661,Technology,17000.0,"Motorola Solutions, Inc. provides mission-critical communication solutions in the United States, the United Kingdom, Canada, and internationally. The company operates in two segments, Products and Systems Integration, and Services and Software. The Products and Systems Integration segment offers a portfolio of infrastructure, devices, accessories, and video solutions, as well as the implementation, optimization, and integration of networks, devices, software, and applications for government, public safety and first-responder agencies, municipalities, and commercial and industrial customers. Its products include two-way portable and vehicle-mounted radios, accessories, software features, and upgrades; video cameras; radio network core and central processing software, base stations, consoles, and repeaters; and video analytics, network video management hardware and software, and access control solutions. The Services segment provides repair, technical support, and hardware maintenance services. This segment also offers monitoring, software updates, and cybersecurity services; and public safety and enterprise command center software suite, unified communications applications, and video software solutions. It serves for government, public safety, and commercial communication networks. The company was formerly known as Motorola, Inc. and changed its name to Motorola Solutions, Inc. in January 2011. Motorola Solutions, Inc. was founded in 1928 and is headquartered in Chicago, Illinois.",Chicago,847 576 5000,IL,United States,,http://www.motorolasolutions.com,1.0,500 West Monroe Street,,Communication Equipment,153.04,151.15,145.19159,0.016270258,0.5177,,154.0,,1131120.0,,153.04,146.07256999999996,2.49,151.15,,1131120.0,,,,2.56,1600041600.0,0.735785,,,150.3169,2.0,USD,31.68953,1060149.0,,,,25890822144.0,,,1419731.0,3.387521,150.3169,152.53,,900.0,1060149.0,187.49,17.752036999999994,,1.83,120.77,153.94,False,0.0167,800.0,154.0,NYQ,"Motorola Solutions, Inc.","Motorola Solutions, Inc.",America/New_York,EDT,False,-14400000.0,EQUITY,MSI,finmb_99186,us_market,,4.029,,0.11017,15.132,-0.0692696,,8.59,,169787008.0,,,-4.885,3238541.0,0.0191,,1577750400.0,0.88334,842000000.0,4.812,,0.15022206,,0.00425,1640908800.0,1593216000.0,2.61,1594771200.0,169077382.0,30794217472.0,,1294099200.0,10000:40425,,,-0.348,1597363200.0,1.99,,0.0249,2614934.0,,,151.15,https://logo.clearbit.com/motorolasolutions.com,Suite 4400,,,,
MSCI,MSCI Inc,reports,Financials,Financial Exchanges & Data,"New York, New York",4/4/18,1408198,1969,10007,Financial Services,3513.0,"MSCI Inc., together with its subsidiaries, provides investment decision support tools for the clients to manage their investment processes worldwide. The company operates through four segments: Index, Analytics, ESG, and Real Estate. The Index segment primarily provides equity indexes for use in various areas of the investment process, including index-linked product creation and performance benchmarking, as well as portfolio construction and rebalancing, broker-dealer structured products, and asset allocation. The Analytics segment offers risk management, performance attribution and portfolio management content, applications, and services that provide clients with an integrated view of risk and return, and an analysis of market, credit, liquidity, and counterparty risk across various asset classes, spanning short, medium, and long-term time horizons; and various managed services for clients such as consolidation of client portfolio data from various sources, review and reconciliation of input data and results, and customized reporting consultants and investors in hedge funds. The ESG segment provides products and services that help institutional investors understand how environmental, social, and governance (ESG) factors impact the long-term risk of their investments; and data and ratings products for use in the construction of equity and fixed income indexes to help institutional investors benchmark ESG investment performance and issue index-based investment products, as well as manage, measure, and report on ESG mandates. The Real Estate segment offers real estate performance analysis for funds, investors, and managers. This segment provides products and services that include research, reporting, market data, and benchmarking; and business intelligence to real estate owners, managers, developers, and brokers. The company serves asset owners and managers, banks, and wealth managers. MSCI Inc. was founded in 1998 and is headquartered in New York, New York.",New York,212-804-3900,NY,United States,,http://www.msci.com,1.0,7 World Trade Center,,Financial Data & Stock Exchanges,348.18,338.79,329.77652,0.007812052,0.443,,346.22,,474920.0,,348.18,370.53915,2.72,338.79,,474920.0,,,,3.12,1597276800.0,0.849498,,,336.935,2.0,USD,55.315964,424825.0,,,,28406540288.0,,,479967.0,17.456745,336.935,342.32,,3100.0,424825.0,398.49,41.318737,,1.04,210.34,342.12,False,0.009000000000000001,1000.0,346.22,NYQ,MSCI Inc,MSCI Inc.,America/New_York,EDT,False,-14400000.0,EQUITY,MSCI,finmb_7844318,us_market,,19.222,,0.32141,35.211,0.5242306,,8.22,,83637200.0,,,-3.718,946497.0,0.0113,,1577750400.0,0.95443,523014016.0,6.14,,0.15022206,,0.03184,1640908800.0,1593475200.0,2.04,1594771200.0,81020173.0,31278475264.0,,,,,,-0.084,1597363200.0,4.06,,0.013200001,1098308.0,,,338.79,https://logo.clearbit.com/msci.com,49th Floor 250 Greenwich Street,,,,
MYL,Mylan N.V.,reports,Health Care,Pharmaceuticals,"Amsterdam, Netherlands",23/4/04,1623613,1961,AL10 9UL,Healthcare,35000.0,"Mylan N.V., together with its subsidiaries, develops, licenses, manufactures, markets, and distributes generic, branded-generic, brand-name, and over-the-counter (OTC) pharmaceutical products in North America, Europe, and internationally. It offers active pharmaceutical ingredients and finished dosage forms; and antiretroviral medicines to treat HIV/AIDS. The company also provides prescription products, such as EpiPen Auto-Injector; Perforomist Inhalation Solution; Dymista; Creon; and Influvac, as well as YUPELRI, an inhalation solution for the maintenance treatment of patients with chronic obstructive pulmonary diseases. In addition, it markets OTC products, including Cold-EEZE, MidNite, Vivarin, Brufen, CB12, and EndWarts. The company offers its products to therapeutic areas, such as cardiovascular, CNS and anesthesia, dermatology, diabetes and metabolism, gastroenterology, immunology, infectious disease, oncology, respiratory and allergy, and women's health. Its customers include retail pharmacies, wholesalers and distributors, payers, and insurers and governments, as well as institutions, such as hospitals. Mylan N.V. has collaboration and license agreements with Pfizer Inc.; Momenta Pharmaceuticals, Inc.; Theravance Biopharma, Inc.; Biocon Ltd.; Fujifilm Kyowa Kirin Biologics Co. Ltd; and Revance Therapeutics, Inc. The company was founded in 1961 and is based in Hatfield, the United Kingdom.",Hatfield,44 1707 853 000,,United Kingdom,,http://www.mylan.com,1.0,Building 4,44 1707 261 803,Drug Manufacturers—Specialty & Generic,15.81,15.81,16.214928,,0.0,,15.91,,6980640.0,,15.81,16.244,,15.81,,6980640.0,,,,,1182902400.0,1.505016,,,15.533,2.0,USD,29.837788,4447717.0,,,,8082466816.0,,,5505398.0,0.702585,15.533,15.62,,1100.0,4447717.0,23.11,3.3336887,,,12.75,15.48,False,,3000.0,15.91,NMS,Mylan N.V.,Mylan N.V.,America/New_York,EDT,False,-14400000.0,EQUITY,MYL,finmb_290203,us_market,,1.751,,0.023510002,5.774,-0.27742225,,4.69,,516947008.0,,,22.722,36653681.0,0.0709,,1577750400.0,0.87962997,270500000.0,0.524,,0.15022206,0.6880996,0.01375,1640908800.0,1593475200.0,8.18,1594771200.0,513483436.0,20137930752.0,,1065657600.0,3:02,,,,1597363200.0,1.49,,0.0911,32036764.0,,,15.81,https://logo.clearbit.com/mylan.com,Trident Place Mosquito Way,,,,
